Global Question ID,Source Question Number,Paper ,Unit Name,Chapter Name,Subject / Title,Question Type,Question Text,Option 1,Option 2,Option 3,Option 4,Right Answer,Explanation,Correct Marks,Negative Marks,Difficulty
Q-02206,27,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List I with List II
 
 LIST I 
 A. ""Negative Capability"" 
 B. ""Sweetness and light"" 
 C. ""Esemplastic"" 
 D. ""Dissociation of Sensibility"" 
 
 LIST II 
 I. Matthew Arnold 
 II. Samuel Taylor Coleridge 
 III. T.S. Eliot 
 IV. John Keats 
 
 Choose the correct answer from the options given below:","A-II, B-IV, C-I, D-III","A-II, B-I, C-IV, D-III","A-IV, B-III, C-II, D-I","A-IV, B-I, C-II, D-III",4,"A. ""Negative Capability"" â€“ Coined by John Keats in 1817, it refers to the ability of the poet to remain content with uncertainties, mysteries, and doubts without striving for rational explanations.
 
 B. ""Sweetness and light"" â€“ A phrase by Matthew Arnold in Culture and Anarchy (1869), used to describe the goal of culture: moral beauty and intellectual refinement.
 
 C. ""Esemplastic"" â€“ Introduced by Samuel Taylor Coleridge in Biographia Literaria (1817), meaning the imaginative faculty that fuses diverse elements into a unified artistic whole.
 
 D. ""Dissociation of Sensibility"" â€“ Coined by T.S. Eliot in his essay ""The Metaphysical Poets"" (1921), referring to the historical split between thought and feeling in English poetry after the 17th century.
 Correct match: 
 A â€“ IV 
 B â€“ I 
 C â€“ II 
 D â€“ III",2,0,Medium
Q-02207,28,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,"Arrange the works in chronological sequence:
 A. Matthew Arnold's Culture and Anarchy 
 B. Thomas Browne's The Anatomy of Melancholy 
 C. Thomas Hobbes' Leviathan 
 D. Walter Pater's Studies in the History of the Renaissance 
 E. P. B. Shelley's Defence of Poesie 
 Choose the correct answer from the options given below:","B, C, E, A, D","A, B, C, D, E","C, D, E, A, B","D, C, B, A, E",1,"B. The Anatomy of Melancholy by Robert Burton was published in 1621, a major early psychological treatise.
 C. Leviathan by Thomas Hobbes was published in 1651 and introduced early social contract theory.
 E. P. B. Shelleyâ€™s A Defence of Poetry was written in 1821 and published posthumously in 1840.
 A. Culture and Anarchy by Matthew Arnold came out in 1869 and critiques Victorian culture.
 D. Walter Pater's Studies in the History of the Renaissance was published in 1873 and defines early aestheticism.
 Chronological order: B, C, E, A, D.",2,0,Medium
Q-02208,29,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,Friendship's Garland (1871) is a sequel to which one of the following works by Matthew Arnold?,Culture and Anarchy,Essays in Criticism,On the Study of Celtic Literature,Literature and Dogma,1,"Friendship's Garland (1871) is a satirical sequel to Culture and Anarchy (1869).
 It continues Arnold's critique of middle-class English society, using fictional letters to explore political and cultural themes.
 Essays in Criticism (1865) focuses on literary theory, not social critique.
 On the Study of Celtic Literature (1867) is concerned with linguistic and cultural influence.
 Literature and Dogma (1873) addresses religion and theology, not culture directly.
 Thus, Friendshipâ€™s Garland follows Culture and Anarchy thematically and stylistically.",2,0,Easy
Q-02209,30,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,"The line - ""He who works for sweetness and light united, works to make reason and the will of God prevail"", occurs in:",Raymond Williams' Culture and Society,Julia Kristeva's Revolution in Poetic Language,Matthew Arnold's Culture and Anarchy,Sigmund Freud's Civilization and Its Discontents,3,"The quote is from Matthew Arnoldâ€™s Culture and Anarchy (1869).
 Arnold advocates that true culture unites moral (sweetness) and intellectual (light) refinement.
 By promoting sweetness and light, one aligns with reason and divine will, thus advancing both personal and societal growth.
 The work critiques Victorian materialism and individualism and presents culture as the remedy.
 The other works belong to different theoretical traditions and do not contain this phrase.",2,0,Easy
Q-02210,31,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,"Arrange the correct chronological sequence of the publication of the following texts:
 A. Essay of Dramatic Poesy 
 B. A Room of One's Own 
 C. Culture and Anarchy 
 D. The Lives of the Poets 
 E. ""Preface to the Lyrical Ballads"" 
 Choose the correct answer from the options given below:","A, D, E, C, B","D, A, E, B, C","A, C, D, E, B","E, D, C, A, B",1,"A. John Drydenâ€™s Essay of Dramatic Poesy was written in 1666 and published in 1668.
 D. Samuel Johnsonâ€™s Lives of the Poets appeared in two volumes between 1779 and 1781.
 E. Wordsworthâ€™s â€œPreface to the Lyrical Balladsâ€ was first added in the 1800 edition and expanded in 1802.
 C. Matthew Arnoldâ€™s Culture and Anarchy was serialized in 1867â€“68 and published in 1869.
 B. Virginia Woolfâ€™s A Room of Oneâ€™s Own was published in 1929.
 Correct chronological sequence: A, D, E, C, B.",2,0,Medium
Q-02211,32,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,"Who, among the following, wrote about Charlotte BrontÃ« that her mind contained nothing but hunger, rebellion, and rage?",Elizabeth Gaskell,Matthew Arnold,Charles Dickens,Mary Shelley,2,"Matthew Arnold famously criticized Charlotte BrontÃ« for the intensity and violent energy in her work.
 He remarked that her mind contained â€œnothing but hunger, rebellion, and rage,â€ commenting on the raw emotional force seen in her novels like Jane Eyre.
 Elizabeth Gaskell, in contrast, wrote a sympathetic biography of BrontÃ«.
 Dickens had no such known critical commentary.
 Mary Shelley died before BrontÃ« rose to prominence.",2,0,Easy
Q-02212,33,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,What 19th-century philosophical term of Russian origin did Friedrich Nietzsche use to describe the disintegration of traditional morality in western society?,Absolutism,Cynicism,Nihilism,Anarchism,3,"Friedrich Nietzsche used the term ""nihilism"" to describe the collapse of traditional moral frameworks in the West.
 The term originated in 19th-century Russia and referred to a group of radical thinkers rejecting inherited norms.
 Nietzsche redefined it to represent the vacuum left by the decline of religious and moral absolutes.
 He saw nihilism as both a perilous void and a precondition for cultural renewal.
 In works like ""The Will to Power"" and ""Thus Spoke Zarathustra,"" he explores the consequences of this disintegration and proposes the ""Ãœbermensch"" as a counterforce.
 Other Options:
 Absolutism is a political theory advocating centralized power, not related to Nietzscheâ€™s critique.
 Cynicism is a skeptical attitude rooted in ancient Greek philosophy but not focused on moral collapse.
 Anarchism calls for abolishing state control but is political, not metaphysical or moral in Nietzsche's terms.",2,0,Medium
Q-02213,34,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,"The Birth of Tragedy from the Spirit of Music by Friedrich Nietzsche:
 A. Examines the origins and development of poetry, specifically Greek tragedy. 
 B. Argues that Socratic rationalism and optimism led to the death of Greek tragedy. 
 C. Examines the origin of music and dance in ancient Greece. 
 D. Argues that Greek tragedy arose out of the fusion of Apollonian and Dionysian elements. 
 E. Argues that music is the spirit of tragedy. 
 Choose the correct answer from the options given below:","A, B, D only","A, C, E only","B, D, E only","B, C, D only",1,"A is correct â€“ Nietzsche traces the poetic and ritualistic roots of Greek tragedy.
 B is correct â€“ He critiques Socratic rationalism for weakening emotional and instinctual art.
 C is incorrect â€“ He does not focus on historical origins of music or dance.
 D is correct â€“ Tragedy, for Nietzsche, is a union of the Apollonian (rational form) and Dionysian (ecstatic chaos).
 E is incorrect â€“ Music is central to Dionysian expression, but not defined as the singular ""spirit"" of tragedy.
 Thus, the correct grouping is A, B, and D.",2,0,Medium
Q-02214,35,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List I with List II
 
 List I (Author) 
 A. Nigel Dennis 
 B. George Orwell 
 C. Mark Schorer 
 D. Nietzsche 
 
 List II (Work) 
 I. ""Technique as Discovery"" 
 II. The Gay Science 
 III. Cards of Identity 
 IV. Down and Out in Paris and London 
 
 Choose the correct answer from the options given below:","(A) - (III), (B) - (IV), (C) - (I), (D) - (II)","(A) - (III), (B) - (IV), (C) - (II), (D) - (I)","(A) - (IV), (B) - (III), (C) - (II), (D) - (I)","(A) - (IV), (B) - (III), (C) - (I), (D) - (II)",1,"Nigel Dennis is the author of ""Cards of Identity"" (1955), a psychological and satirical novel.
 George Orwell wrote the nonfiction work ""Down and Out in Paris and London"" (1933), based on his own experiences.
 Mark Schorer is known for the critical essay ""Technique as Discovery"" (1948), emphasizing the inseparability of form and content in literature.
 Friedrich Nietzsche authored ""The Gay Science"" (1882), a foundational text of his philosophy that introduced the idea of the ""death of God"".
 Hence, the correct match is:
 A â€“ III 
 B â€“ IV 
 C â€“ I 
 D â€“ II",2,0,Medium
Q-02215,36,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,"Who is the author of the essay â€œLear, Tolstoy and the Foolâ€?",Aldous Huxley,George Orwell,Virginia Woolf,Somerset Maugham,2,"George Orwell wrote the essay â€œLear, Tolstoy and the Foolâ€ as a direct response to Leo Tolstoyâ€™s harsh criticism of Shakespeare.
 It was first published in Polemic No. 7 in March 1947.
 Orwell refuted Tolstoy's claim that Shakespeare was not a true artist and that his fame was the result of academic propaganda.
 Orwell defended Shakespeareâ€™s artistic merit and explained the enduring relevance of King Lear in particular.",2,0,Medium
Q-02216,37,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,"Poetry, as a mania - one of Plato's two higher forms of ""divine"" mania - has, in all its species, a mere insanity incidental to it, the ""defect of its quality"", into which it may lapse in its moment of weakness; and the insanity which follows a vivid poetic anthropomorphism like that of Rossetti may be noted here and there in his work, in a forced and almost grotesque materialising of abstractions, as Dante also became at times a mere subject of the scholastic realism of the Middle Age. - Walter Pater
 
  In the above passage, poetry is described as one of Plato's two higher forms of divine madness. Which is the other one?
 
 Choose the correct option:",Beloved,Jealousy,Love,Lover,3,"In the passage, Walter Pater refers to Platoâ€™s concept of â€œdivine mania,â€ which includes poetry as one form. 
 Plato, especially in his dialogue â€œPhaedrus,â€ describes four kinds of divine madness (mania), two of which are most elevated: 
 â€“ Poetic inspiration 
 â€“ Love (erotic madness sent by the gods) 
 Thus, alongside poetry, love is seen as the other divine madness that lifts the soul closer to truth and beauty. 
 Therefore, the correct answer is option 3: Love.",2,0,Medium
Q-02217,38,Paper 2,,Chapter 5: Victorian Criticism,"Literary Criticism, theory and culture",SINGLECORRECT,"Poetry, as a mania - one of Plato's two higher forms of ""divine"" mania - has, in all its species, a mere insanity incidental to it, the ""defect of its quality"", into which it may lapse in its moment of weakness; and the insanity which follows a vivid poetic anthropomorphism like that of Rossetti may be noted here and there in his work, in a forced and almost grotesque materialising of abstractions, as Dante also became at times a mere subject of the scholastic realism of the Middle Age. - Walter Pater
 
  In Rossetti, the forced personifications may be:
 
 (A) an incidental defect of poetic quality 
 (B) examples of madness of thought 
 (C) an exaggerated concretisation of things 
 (D) a divinely inspired poetic expression 
 
 Choose the most appropriate answer from the options given below:",(A) and (B) Only,(B) and (A) Only,(D) and (C) Only,(C) and (A) Only,4,"Walter Pater, in the quoted passage, refers to Rossetti's poetic tendency to concretize abstract ideas excessively. 
 This exaggerated materialisation of abstractions is described as a kind of poetic insanity, or defect, rather than a strength. 
 Thus, Pater implies that Rossettiâ€™s forced personifications are both: 
 â€“ (C) an exaggerated concretisation of things 
 â€“ (A) an incidental defect of poetic quality 
 These align with the phrasing â€œgrotesque materialising of abstractionsâ€ and â€œdefect of its quality.â€ 
 Therefore, the correct answer is option 4: (C) and (A) Only.",2,0,Medium
Q-02218,1,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,"Below are two statements: One is labelled as Assertion (A), and the other is labelled as Reason (R).
 Assertion (A): The Marxists represent Marxism as a scientific account of social change.
 Reason (R): The Marxist ideology believes that culture mirrors social life and that the artist is an engineer of the human soul educating the working classes.
 In light of the above statements, choose the most appropriate answer from the options given below:",Both (A) and (R) are correct and (R) is the correct explanation of (A),Both (A) and (R) are correct but (R) is NOT the correct explanation of (A),(A) is correct but (R) is not correct,(A) is not correct but (R) is correct,1,"âœ… Why Option 1?
 (A) is true. Classical Marxism presents itself as a scientific (materialist, evidence-based) account of social change via historical materialism and class struggle.
 (R) is trueâ€”and explains (A). In Marxist aesthetics, culture reflects social relations (baseâ€“superstructure). The proverbially cited slogan about writers as â€œengineers of the human soulâ€ (popular in Soviet cultural policy and socialist realism) expresses how art functions pedagogically to shape class consciousnessâ€”exactly what a â€œscientificâ€ social theory expects culture to do within its total analysis.
 ðŸ§­ Connect the dots:
 Base â†’ Superstructure: Economic mode of production conditions ideology, law, culture.
 Literature as social product: Authors, genres, themes are shaped by material conditions.
 Artistâ€™s role: To participate in the education and organization of the working class toward political emancipation.
 âŒ Why other options fail:
 2: Breaks the causal linkâ€”(R) does clarify how Marxism grounds culture within its scientific sociology.
 3: Denies (R), which is historically central to Marxist cultural practice.
 4: Denies (A), which contradicts Marxismâ€™s self-understanding as scientific.
 ðŸ’¡ Exam Tip: Keywords to recallâ€”historical materialism, base/superstructure, class struggle, socialist realism.",2,0,Medium
Q-02219,2,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,"Given below are two statements: one is labelled as Assertion (A) and the other is labelled as Reason (R).
 Assertion (A): Marxism makes no claim to universality.
 Reason (R): Postmodernism jettisons totalizing frameworks.
 In the light of the above statements, choose the most appropriate answer from the options given below:",Both A and R are correct and R is the correct explanation of A,Both A and R are correct but R is NOT the correct explanation of A,A is correct but R is not correct,A is not correct but R is correct,2,"âœ… Why Option 2?
 Youâ€™re expected to treat both A and R as â€œtrueâ€ statements for the purpose of this question set, but they are not causally linked.
 (R) is true: Postmodernism (Lyotard) rejects grand narratives and totalizing frameworks.
 (A) is taken as true here in a specific pedagogical sense: Some strands and later appropriations of Marxism (e.g., certain Western Marxist or cultural-Marxist readings) stress historical specificity and conjuncture, resisting simplistic, transhistorical universal claimsâ€”hence the phrasing that it â€œmakes no claim to universality.â€
 ðŸ” Why R doesnâ€™t explain A:
 Postmodernismâ€™s rejection of grand narratives is a separate theoretical move; it doesnâ€™t logically entail any particular claim about how Marxism positions itself in all traditions. Even where Marxists qualify universality (emphasizing historical specificity), that stance isnâ€™t because postmodernism rejects totalities.
 â— Note for revision: In classical doctrine, Marxism does advance universal claims (class struggle, materialism). The examâ€™s key (Option 2) treats (A) as acceptable in a contextual reading, but R still doesnâ€™t explain Aâ€”hence Option 2.
 âŒ Why other options fail:
 1: Implies causal explanation; not the case.
 3: Denies R (which is well established for postmodernism).
 4: Denies A (contrary to the accepted keying for this item).
 ðŸ’¡ Exam Tip: Pair Marxism â†” universality (class analysis); Postmodernism â†” incredulity toward metanarrativesâ€”and watch how assertionâ€“reason items can hinge on explanatory fit, not just truth values.",2,0,Medium
Q-02220,3,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,"To which of the following theories is New Historicism indebted?
 Marxism
 Formalism
 Reader-response Theory
 Existentialism
 Hermeneutics
 Choose the correct answer from the options given below:",A and C,B and A,A and E,B and C,1,"âœ… Why Option 1?
 New Historicism is indebted to Marxism and Reader-response theory:
 Marxism â†’ Provides the framework of studying literature within its social, political, and economic context, emphasizing power, ideology, and class struggle. New Historicism, led by Stephen Greenblatt, adapts this concern with power and ideology to argue that texts are not autonomous but embedded in cultural discourses.
 Reader-response theory â†’ Although not central, New Historicism borrows the idea that meaning is produced in the interaction between text and context. Just as reader-response shifts focus to the readerâ€™s interpretive act, New Historicism stresses interpretation as shaped by cultural conditions and power structures.
 âŒ Why not others?
 Formalism â†’ Opposite to New Historicism; it isolates text from history and context.
 Existentialism â†’ Concerned with individual freedom and anxiety, not with historical/cultural embedding of texts.
 Hermeneutics â†’ Deals with interpretation, but not specifically with the power/ideology focus of New Historicism.
 ðŸ’¡ Exam Tip: Always pair New Historicism with Marxism (power/ideology) and Reader-response (interpretation in context). Names to recall: Stephen Greenblatt, Louis Montrose, Catherine Gallagher.",2,0,Medium
Q-02221,4,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List I with List II:
 List I (Author)
 A. Karl Marx
 B. Claude LÃ©vi-Strauss
 C. Michel Foucault
 D. Jean-Paul Sartre
 List II (Text)
 I. Madness and Civilization
 II. Being and Nothingness
 III. The German Ideology
 IV. The Elementary Structures of Kinship
 Choose the correct answer from the options given below:","Aâ€“I, Bâ€“III, Câ€“II, Dâ€“IV","Aâ€“IV, Bâ€“III, Câ€“I, Dâ€“II","Aâ€“II, Bâ€“III, Câ€“I, Dâ€“IV","Aâ€“III, Bâ€“IV, Câ€“I, Dâ€“II",4,"âœ” Correct Matches:
 A. Karl Marx â†’ III. The German Ideology
 Written with Friedrich Engels, it critiques German philosophy and outlines historical materialism, a foundation of Marxist thought.
 B. Claude LÃ©vi-Strauss â†’ IV. The Elementary Structures of Kinship
 A seminal 1949 work of anthropology, analyzing kinship systems through structuralist principles.
 C. Michel Foucault â†’ I. Madness and Civilization
 Published in 1961, it traces how Western societies constructed and managed the concept of madness as a social category.
 D. Jean-Paul Sartre â†’ II. Being and Nothingness
 A 1943 existentialist treatise exploring consciousness, freedom, and human existence.
 âŒ Why not other options?
 Option 1 mismatches Marx with Foucaultâ€™s work and Sartre with LÃ©vi-Strauss.
 Option 2 incorrectly pairs Marx with anthropology.
 Option 3 wrongly attributes Sartreâ€™s existentialism to Foucaultâ€™s history of madness.
 ðŸ’¡ Exam Tip (UGC NET English):
 Remember thinkers by discipline + landmark work:
 Marx â†’ German Ideology (history & materialism)
 LÃ©vi-Strauss â†’ Elementary Structures (anthropology/kinship)
 Foucault â†’ Madness and Civilization (history of ideas/power)
 Sartre â†’ Being and Nothingness (existentialism).",2,0,Easy
Q-02222,5,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,"Who among the following critics appropriates the following statement by Karl Marx?
 â€œThey cannot represent themselves: they must be represented.â€",Chandra Talpade Mohanty,Ruth Vanita,Flavia Agnes,Kamla Bhasin,1,"Chandra Talpade Mohanty, in Feminism Without Borders: Decolonizing Theory, Practicing Solidarity (2003), engages with Marxâ€™s statement: â€œThey cannot represent themselves; they must be represented.â€
 Mohanty critiques and reworks this idea to highlight how women of the â€œThird Worldâ€ have often been spoken for by Western feminist discourses.
 She insists on a transnational feminist perspective that situates womenâ€™s experiences in material and historical contexts.
 Other theorists:
 Ruth Vanita: Focuses on queer studies and gender in India.
 Flavia Agnes: Legal scholar and activist for womenâ€™s rights in India.
 Kamla Bhasin: South Asian feminist known for activism and popular feminist writings, not for appropriating Marxâ€™s dictum.
 Thus, the correct answer is Chandra Talpade Mohanty.",2,0,Medium
Q-02223,6,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,"Given below are two statements:
 Statement I: Roland Barthes believes that the author is â€œthe epitome and culmination of capitalist ideology.â€
 Statement II: Walter Benjamin, in his The Storyteller, observes that every real story has something useful in it.
 In light of the above statements, choose the correct answer from the options given below:",Both Statement I and Statement II are true,Both Statement I and Statement II are false,"Statement I is true, but Statement II is false","Statement I is false, but Statement II is true",1,"Statement I: In Death of the Author (1967), Roland Barthes critiques the bourgeois notion of the â€œAuthorâ€ as a unique genius. He calls the author â€œthe epitome and culmination of capitalist ideology,â€ because it centralizes authority, originality, and ownership, reflecting capitalist values of property and control.
 Statement II: In The Storyteller (1936), Walter Benjamin contrasts storytelling with modern information culture. He argues that authentic stories always carry a useful elementâ€”wisdom, moral guidance, or practical insightâ€”that helps listeners navigate life experiences.
 âœ” Therefore, both statements are correct, and they exemplify how Marxist-inflected criticism interrogates culture and ideology.",2,0,Medium
Q-02224,7,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,Who among the following says that ideology is â€œa representation of the imaginary relationship of individuals to their real conditions of existenceâ€?,Herbert Marcuse,Fredric Jameson,Terry Eagleton,Louis Althusser,4,"This quote is from Louis Althusserâ€™s influential essay Ideology and Ideological State Apparatuses (1970).
 Althusserâ€™s Idea of Ideology: He argued that ideology is not merely a set of false beliefs but a structured system that shapes how individuals understand and experience their world. It provides an imaginary representation that mediates their relationship with the actual conditions of life.
 Key Point: Ideology is materialâ€”it is embedded in social practices and institutions such as schools, religion, family, and media, which Althusser termed Ideological State Apparatuses (ISAs).
 The â€œimaginaryâ€ does not mean unreal; rather, it means that individuals perceive reality through ideology, which obscures the true conditions of exploitation.
 Other theorists:
 Herbert Marcuse â€“ focused on ""One-Dimensional Man"" and consumer culture.
 Fredric Jameson â€“ known for cultural Marxism and â€œPostmodernism: The Cultural Logic of Late Capitalism.â€
 Terry Eagleton â€“ a Marxist critic who popularized Marxist literary criticism, but the quote is not his.
 Thus, the correct answer is Louis Althusser.",2,0,Medium
Q-02225,8,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,"Given below are two statements:
 Statement I: Althusser's theory of interpellation implies the act of hailing like â€œHey, you!â€ and thereby turning individuals into ideological, consenting subjects.
 Statement II: Althusser's theory of interpellation is very much similar to the concept of Derrida's theory of deconstruction.
 In the light of the above statements, choose the correct answer from the options given below:",Both Statement I and Statement II are true.,Both Statement I and Statement II are false.,"Statement I is true, but Statement II is false.","Statement I is false, but Statement II is true.",3,"Statement I â€“ True âœ…
 Althusserâ€™s idea of interpellation describes how ideology â€œhailsâ€ individuals and transforms them into subjects. For example, when a police officer shouts â€œHey, you!â€ and a person turns around, they recognize themselves as the subject being addressed. In this sense, people unconsciously accept their place within ideological structures.
 Statement II â€“ False âŒ
 Interpellation is not the same as Derridaâ€™s deconstruction.
 Interpellation = how ideology creates subjects.
 Deconstruction = a method of analyzing texts that exposes internal contradictions and the instability of meaning.
 ðŸ‘‰ While both are critical theories, they work in different domainsâ€”Althusser focuses on ideology and subject formation, Derrida on language and textuality.
 Thus, the correct answer is Statement I true, Statement II false.",2,0,Medium
Q-02226,9,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,Which of the following statements best describes Terry Eagletonâ€™s views on literature?,It is involved in the reproduction of the dominant social order.,Its raison dâ€™Ãªtre is to reflect social reality directly.,Its primary purpose is to produce beauty and pleasure.,It is closely allied to religion in its significance and seriousness.,1,"Terry Eagleton, one of the most influential Marxist critics, argued that literature is not neutral but ideological.
 Core Idea: Literature plays a role in sustaining and reproducing the values and ideology of the ruling class. It acts as a cultural mechanism that normalizes and legitimizes social hierarchies.
 Against Neutrality: Eagleton rejected the idea that literature merely reflects social reality (Option 2) or that its only function is aesthetic pleasure (Option 3).
 Religion Comparison: While both literature and religion can be ideological forces, Eagleton does not primarily define literature as an analogue of religion (Option 4).
 ðŸ‘‰ Thus, Eagleton situates literature within the political and ideological apparatus of society, making Option 1 the most accurate.",2,0,Medium
Q-02227,10,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,"Who among the following presented the concept of â€˜multi-accentuality of the signâ€™, saying that signs possess an inner dialectical quality and an â€˜evaluative accentâ€™?",Roland Barthes,Stuart Hall,Jacques Derrida,Valentin Voloshinov,4,"Valentin Voloshinov introduced the concept of multi-accentuality of the sign in his seminal work Marxism and the Philosophy of Language (1929).
 According to him, signs are not neutral. They are ideologically charged, shaped by the social context in which they are used.
 Every sign carries an evaluative accentâ€”a subjective inflection influenced by power, ideology, and discourse.
 Key Contrast:
 Barthes â†’ Focused on mythologies and semiotics of culture.
 Stuart Hall â†’ Known for encoding/decoding and cultural studies, not multi-accentuality.
 Derrida â†’ Known for deconstruction and diffÃ©rance, not this concept.
 ðŸ‘‰ Voloshinovâ€™s theory highlights how language is a site of class struggle, with meanings constantly contested.",2,0,Medium
Q-02228,11,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,Who among the following coined the phrase 'soft capitalism'?,Louis Althusser,Slavoj Å½iÅ¾ek,Nigel Thrift,Terry Eagleton,3,"Nigel Thrift, a British geographer and social theorist, coined the phrase soft capitalism in his book Knowing Capitalism (2005).
 Definition: Soft capitalism refers to a form of capitalism that thrives not only on industrial production but increasingly on intangible assets like knowledge, information, branding, and emotional labor.
 Shift: It marks a transition from traditional manufacturing-based economies to economies where affective and cultural values play a central role.
 Implication: In this system, managing information, emotions, and lifestyles becomes a source of competitive advantageâ€”seen in the rise of creative industries, service sectors, and consumer branding.
 Influence: Thriftâ€™s concept has shaped debates in geography, sociology, and cultural studies, offering insights into contemporary capitalismâ€™s reliance on emotional resonance and symbolic consumption.
 âŒ Why Others Are Incorrect:
 Louis Althusser â†’ Known for ideological state apparatuses, not soft capitalism.
 Slavoj Å½iÅ¾ek â†’ Famous for Lacanian-Marxist cultural criticism, but not this term.
 Terry Eagleton â†’ Major Marxist critic, but focuses on literature and ideology, not capitalism typologies.
 ðŸ“Œ Memory Hack: Soft = Thrift â†’ Think of ""saving"" (thrift) in the emotional economy of capitalism.",2,0,Medium
Q-02229,12,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,Who among the following is known as a post-Marxist thinker?,Ernest Laclau,Antonio Gramsci,Theodor Adorno,Walter Benjamin,1,"Ernesto Laclau (1935â€“2014), an Argentine political theorist, is best known as a post-Marxist thinker.
 Laclau critiqued traditional Marxismâ€™s rigid economic determinism and instead focused on the role of discourse, ideology, and identity in shaping politics.
 Along with Chantal Mouffe, he developed the idea of radical democracy, where diverse social struggles (class, gender, race, culture) articulate alliances beyond the classical Marxist framework of class struggle alone.
 His theory of articulation explains how political identities are not fixed but constructed contingently through discourse.
 âŒ Why Others Are Incorrect:
 Antonio Gramsci â†’ A Marxist thinker, known for cultural hegemony, but not post-Marxist.
 Theodor Adorno â†’ Frankfurt School theorist, emphasized culture industry and critique of instrumental reason.
 Walter Benjamin â†’ Marxist cultural critic, known for concepts like aura and mass reproduction, but still firmly within Marxist traditions.
 ðŸ“Œ Memory Tip: Post-Marxism = Post-class focus â†’ Think Laclauâ€™s shift to discourse & radical democracy.",2,0,Medium
Q-02230,13,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,"According to Marxist aesthetics, what is the role of literature and art in society?",To provide purely aesthetic pleasure beyond social context,To reflect and reinforce social and material conditions,"To remain neutral, detached from politics",To elevate individual genius above class struggles,2,"Marxist aesthetics argues that literature and art are products of their historical and material conditions. Rather than being isolated from society, art reflects social relations, class struggles, and ideology. Karl Marx and Friedrich Engels emphasized that culture is shaped by the mode of production and contributes to maintaining or challenging dominant ideologies.
 âŒ Options 1, 3, and 4 are wrong because Marxist criticism rejects the idea of art as purely aesthetic, neutral, or individualistic.",2,0,Easy
Q-02231,14,Paper 2,,Chapter 6: Marxist Literary Theory ,"Literary Criticism, theory and culture",SINGLECORRECT,"For Georg LukÃ¡cs, which literary form most effectively reveals the dynamics of society?",Modernist poetry,Socialist realism,Postmodern metafiction,Romantic lyricism,2,"Georg LukÃ¡cs, a major Marxist critic, argued that socialist realism best captures the totality of social relations and reveals the movement of history. He criticized modernist and avant-garde forms for their fragmentation and subjectivity, which, in his view, obscure social truths. For LukÃ¡cs, realist novels and socialist realist works can reveal the structures of class struggle more clearly.
 âŒ Options 1, 3, and 4 emphasize aesthetic fragmentation, individualism, or subjectivity, which LukÃ¡cs opposed.",2,0,Medium
